,Unnamed: 0,AGIClss,Cnt_Adjstd,Cnt_Credit,Cnt_CvlJnt,Cnt_CvlSep,Cnt_EIC,Cnt_Estmt,Cnt_Exempt,Cnt_HdHous,Cnt_MarJnt,Cnt_MarSep,Cnt_NoTax,Cnt_Return,Cnt_Single,Cnt_Wthhld,Dol_AGI,Dol_AdjVTx,Dol_Credit,Dol_EIC,Dol_IncCap,Dol_NtVTax,Dol_Return,Dol_VTAGI,Dol_VTax,STI_AdjVTx,STI_Credit,STI_EIC,STI_EffRte,STI_FedTI,STI_NetRte,STI_NtVTax,STI_PrcAdj,STI_Return,STI_RtTIAdj,STI_TIAdj,STI_VTI,STI_VTax,Year,Location
59,59,75000 - 99999,669.0,1709.0,144.0,21.0,0.0,5517.0,72426.0,714.0,22735.0,173.0,226.0,27103.0,3316.0,24873.0,2335931657.3900003,68822199.69400005,1746921.4958,0.0,0.996560828316794,67075278.19820006,27103.0,2327897987.38,69866483.0,58984697.04719997,1945625.5984,0.0,,1210591483.0,0.04861578286967864,57039071.44879997,0.030835385449345668,13700.0,5520.0,37329055.0,1173262428.0,60057221.0,2007,Vermont
60,60,100000 - 124999,435.0,1199.0,89.0,7.0,0.0,3530.0,37240.0,285.0,11661.0,66.0,104.0,13440.0,1332.0,12146.0,1488378511.0,51705718.31209995,1538159.928,0.0,0.9873087901629884,50167558.38409997,13440.0,1469489187.0,52616650.0,36894505.33120001,1428861.4955,0.0,,698247437.48,0.05296994001925874,35465643.83570001,0.04110949852332568,6025.0,3053.0,28704602.0,669542835.48,37699945.99,2007,Vermont
61,61,125000 - 149999,232.0,802.0,39.0,2.0,0.0,2241.0,17913.0,142.0,5571.0,44.0,52.0,6494.0,696.0,5714.0,884795409.1700002,34134828.08129999,1389847.4922999998,0.0,0.982073863815728,32744980.58899999,6494.0,868934446.1700001,34911881.989999995,25512662.4591,1115127.9572,0.0,,456518414.0,0.05617086481303235,24397534.501899995,0.04857068043699985,3191.0,1824.0,22173410.0,434345004.0,26183955.0,2007,Vermont
62,62,150000 - 199999,230.0,897.0,26.0,1.0,0.0,2695.0,16846.0,143.0,5208.0,40.0,49.0,6083.0,665.0,5142.0,1041693780.0,44257547.59920001,1891206.2628,0.0,0.9804677282415952,42366341.3364,6083.0,1021347134.0,45288337.0,34239868.153000005,1629252.4088,0.0,,575165460.73,0.060535607232319585,32610615.7442,0.06339753251824233,3150.0,1999.0,36464071.0,538701389.73,35184636.0,2007,Vermont
63,63,200000 - 299999,187.0,748.0,16.0,0.0,0.0,2259.0,11270.0,90.0,3478.0,21.0,23.0,4095.0,490.0,3302.0,981585238.73,47790389.5156,2105410.6864,0.0,0.9745882079153178,45684978.82920001,4095.0,956641398.73,49072243.0,38687828.76770001,2114044.7936,0.0,,596398143.0,0.06625156822241195,36573783.97410002,0.0743699398138468,2288.0,1628.0,44354094.0,552044049.0,39752036.0,2007,Vermont
64,64,300000 - 499999,97.0,491.0,4.0,0.0,0.0,1407.0,5993.0,37.0,1838.0,20.0,20.0,2163.0,264.0,1626.0,815770996.0,46146591.96210001,2801537.564,0.0,0.975025119672188,43345054.39810001,2163.0,795397213.0,47356358.0,40550455.7192,2540530.048,0.0,,583055507.0,0.07186018283629465,38009925.67119999,0.09280885841971816,1402.0,1109.0,54112716.0,528942791.0,41828290.0,2007,Vermont
65,65,500000 - 999999,52.0,297.0,1.0,2.0,0.0,796.0,2777.0,24.0,857.0,17.0,18.0,1040.0,139.0,729.0,700369169.0,42357853.2701,3158485.0,0.0,0.968981584339273,39199368.27010001,1040.0,678644827.0,43871104.0,36890026.0621,3404028.0,0.0,,511317778.0,0.07524311308774506,33485998.0621,0.12962662135326733,661.0,570.0,66280396.0,445037382.0,38243793.0,2007,Vermont
66,66,State Total,9681.0,12679.0,556.0,292.0,38478.0,37529.0,571266.0,26179.0,125738.0,4431.0,67167.0,312459.0,155263.0,257345.0,16716271159.55,572979334.7123001,29329006.0154,20151743.0,0.9910659366287752,543650328.6969001,312459.0,16566926933.68,588325377.99,572979334.7123,29329006.015400004,20151743.0,,11571116229.84,0.04980538253286793,543650328.6969,0.056660284883255876,312459.0,56173.0,655622742.0,10915493487.84,588325377.99,2007,Vermont
67,67,Out of State,39792.0,491.0,16.0,29.0,465.0,6593.0,94035.0,2872.0,21690.0,1606.0,11589.0,49572.0,23359.0,35391.0,29214612431.11,45503652.62489998,818511.9154,143858.0,0.4371524398598624,44685140.70949999,49572.0,12771239103.82,2035305122.0,45503652.62489999,818511.9154,143858.0,,26363922382.55,0.0019883234884062787,44685140.70949999,0.14755559914615912,49572.0,13246.0,3890144363.0,22473778019.55,2035305122.0,2007,Vermont
68,68,All Returns,49473.0,13170.0,572.0,321.0,38943.0,44122.0,665301.0,29051.0,147428.0,6037.0,78756.0,362031.0,178622.0,292736.0,45930883590.66,618482987.3372,30147517.9308,20295601.0,0.6387459535715505,588335469.4064001,362031.0,29338166037.5,2623630499.99,618482987.3371999,30147517.9308,20295601.0,,37935038612.39,0.017620494333821703,588335469.4064,0.11983030125387305,362031.0,69419.0,4545767105.0,33389271507.39,2623630499.99,2007,Vermont
69,69,None/Missing,3.0,0.0,,,38.0,27.0,198.0,5.0,40.0,6.0,185.0,194.0,143.0,137.0,0.0,1439.0,0.0,1698.0,,1439.0,194.0,0.0,1671.0,110856.5276,552.0,12936836.0,,3564420.0,,110304.5276,1.0,66456.0,509.0,3564420.0,0.0,116475.0,2008,Vermont
70,70,0.01 - 4999,339.0,38.0,,,5580.0,539.0,21569.0,1174.0,2389.0,243.0,26536.0,28573.0,24767.0,17466.0,73960734.56,111023.9044,421.2744,852731.0,0.9949406532773624,110602.63000000002,28573.0,73586541.56,111792.0,2510375.7490999983,43943.8675,4217948.0,,71873151.0,0.03505131662435282,2466431.8815999967,0.02096525585750373,31216.0,4727.0,1506839.0,70366312.0,2556406.0,2008,Vermont
71,71,5000 - 9999,670.0,445.0,,,7943.0,791.0,27203.0,1940.0,2883.0,324.0,18126.0,26665.0,21518.0,18770.0,197254560.07,561794.6187000002,17060.600700000006,3100973.0,0.9891546639061686,544734.0179999999,26665.0,195115268.07,567873.0,6182016.0003,111088.7137,2663183.0,,178486921.61999995,0.034409633573061725,6070927.2866,0.011518412561212731,23736.0,2696.0,2055886.0,176431035.61999995,6328955.0,2008,Vermont
72,72,10000 - 14999,842.0,599.0,,,6900.0,1068.0,34027.0,2738.0,3686.0,368.0,8163.0,23056.0,16264.0,16988.0,287369186.62,2024454.3835,55704.2358,4812695.0,0.9834323085714276,1968750.1477,23056.0,282608142.61,2075596.0,9656330.963299997,156670.53950000007,1115465.0,,277663523.37,0.034418152616882074,9499660.4238,0.005964957081499561,22129.0,2523.0,1656251.0,276007272.37,9907502.0,2008,Vermont
73,73,15000 - 19999,891.0,498.0,,,4454.0,1380.0,33789.0,2876.0,4348.0,422.0,5573.0,21647.0,14001.0,17247.0,378681506.15,4116602.8503,79350.93849999999,4720214.0,0.9819218158562824,4037251.9118,21647.0,371835632.15,4239483.0,12803180.933099987,205105.01720000003,212994.0,,366583603.0,0.034592693318397816,12598075.915899985,0.006548181589016679,20855.0,2364.0,2400456.0,364183147.0,13085843.0,2008,Vermont
74,74,20000 - 24999,864.0,450.0,,,4463.0,1477.0,33637.0,3063.0,4316.0,425.0,2278.0,21127.0,13323.0,18087.0,474994870.55,6943805.91140001,95786.8627,3712215.0,0.9811570259913832,6848019.04870001,21127.0,466044554.55,7134519.0,15001784.590599993,258558.4874,14044.0,,426623346.62,0.034776806200401585,14743226.103199994,0.006293312406063559,18887.0,2299.0,2684874.0,423938472.62,15269541.0,2008,Vermont
75,75,25000 - 29999,706.0,463.0,,,4292.0,1554.0,32588.0,2806.0,4445.0,460.0,1017.0,19914.0,12203.0,17645.0,546617221.1,9571666.762800006,142968.75549999994,2462693.0,0.9838592626440764,9428698.007300006,19914.0,537794416.1,9785652.0,15879466.009200012,276796.4336,1842.0,,450366397.0,0.03484816628697303,15602669.575600013,0.0058475166387691214,16319.0,2235.0,2633525.0,447732872.0,16130646.0,2008,Vermont
76,76,30000 - 34999,627.0,426.0,,,3357.0,1534.0,30147.0,2330.0,4731.0,434.0,545.0,17811.0,10316.0,16068.0,577774800.01,11196581.269999996,156107.65099999998,1129274.0,0.9842053409047228,11040473.61899999,17811.0,568649044.01,11421574.0,16689351.419700008,348534.5942,2903.0,,469599530.0,0.03502004062130221,16340816.825499998,0.006359092821068198,14382.0,2192.0,2986227.0,466613303.0,16979579.0,2008,Vermont
77,77,35000 - 39999,499.0,435.0,,,1713.0,1532.0,27587.0,1861.0,4945.0,362.0,335.0,15362.0,8194.0,13931.0,575042810.8,11804126.331800004,180778.9955,346256.0,0.9847776307509659,11623347.3363,15362.0,566289296.8,12028803.0,17205913.9255,400438.3814,335.0,,462730679.0,0.036556285688940204,16805475.5441,0.0065169787456431,12275.0,2005.0,3015606.0,459715073.0,17507870.0,2008,Vermont
78,78,40000 - 44999,450.0,461.0,,,309.0,1571.0,24987.0,1391.0,5161.0,303.0,265.0,13235.0,6380.0,11939.0,561350152.01,12096651.219799995,239595.2799,16970.0,0.9851484354637684,11857055.939899998,13235.0,553013224.0,12310951.0,17922422.171699993,381610.3437,1398.0,,468926467.0,0.0376319245031263,17540811.827999994,0.005995123324954059,10981.0,2051.0,2811272.0,466115195.0,18190273.0,2008,Vermont
79,79,45000 - 49999,377.0,422.0,,,0.0,1477.0,23462.0,1146.0,5285.0,248.0,191.0,11650.0,4971.0,10582.0,552785589.9100001,12695880.786600014,228749.8658,0.0,0.9861325618107232,12467130.920800012,11650.0,545119869.9100001,12921407.0,17653859.248300005,442244.84930000006,978.0,,456364714.0,0.0379492449425964,17211614.399,0.006183024045106168,9563.0,1909.0,2821714.0,453543000.0,17954385.0,2008,Vermont
80,80,50000 - 59999,549.0,863.0,,,0.0,3141.0,44944.0,1605.0,11725.0,319.0,280.0,20581.0,6932.0,18730.0,1129024414.94,27575893.66940001,590566.9538,0.0,0.987292927584066,26985326.71560001,20581.0,1114677819.94,28007999.0,34111498.759500004,905392.1683,0.0,,864912841.0,0.03860165581158327,33206106.5912,0.005420098740330761,15684.0,3427.0,4687913.0,860224928.0,34658895.0,2008,Vermont
81,81,60000 - 74999,727.0,1242.0,,,0.0,4113.0,59093.0,1152.0,17624.0,255.0,263.0,24217.0,5186.0,22293.0,1626700601.03,41563585.95410003,980243.9735,0.0,0.9853314906351596,40583341.98060002,24217.0,1602839328.03,42296517.0,49118365.0054,1394486.0612,1757.0,,1121946663.0,0.042812400077973926,47723878.94419997,0.006440342699250044,16658.0,4075.0,7225721.0,1114720942.0,49968972.0,2008,Vermont
82,82,75000 - 99999,773.0,1834.0,,,0.0,5386.0,73819.0,779.0,23386.0,192.0,227.0,27831.0,3474.0,25808.0,2400194670.04,69524466.78259993,1884667.7326,0.0,0.986235335653233,67639799.04999994,27831.0,2367156796.04,70640686.0,59945753.80890001,1950308.7985,0.0,,1219892584.0,0.047918090541298725,57995445.01040001,0.007860386337097366,14122.0,4278.0,9588827.0,1210303757.0,61147386.0,2008,Vermont
83,83,100000 - 124999,433.0,1233.0,,,0.0,3337.0,38511.0,281.0,12301.0,73.0,109.0,13877.0,1222.0,12765.0,1536949824.02,53263182.13640001,1641899.0439999998,0.0,0.9845007370457332,51621283.09240001,13877.0,1513128234.55,54184236.0,37520939.75399999,1556468.1735,0.0,,701089933.0,0.05206044688191954,35964471.58049999,0.014646506128051906,6225.0,2383.0,10268518.0,690821415.0,38500279.0,2008,Vermont
84,84,125000 - 149999,289.0,783.0,,,0.0,1972.0,18769.0,158.0,5905.0,33.0,52.0,6663.0,567.0,6032.0,908403851.0,35070656.8301,1331793.7809,0.0,0.9779104007783428,33738863.04920001,6663.0,888337574.0,35960003.0,25292664.971800003,1153753.5995,0.0,,441918336.0,0.055308142758898886,24138911.37230001,0.012387487809512387,3208.0,1426.0,5474258.0,436444078.0,25980478.0,2008,Vermont
85,85,150000 - 199999,331.0,928.0,,,0.0,2310.0,17313.0,118.0,5395.0,46.0,50.0,6127.0,568.0,5360.0,1048379202.03,44515181.7218,2026092.4556,0.0,0.9728028742416964,42489089.26620001,6127.0,1019866301.03,45838808.0,32965562.13460001,1665538.7745,0.0,,537529808.0,0.05949064897046095,31300023.360100016,0.021201257735645424,3072.0,1587.0,11396308.0,526133500.0,34037058.0,2008,Vermont
86,86,200000 - 299999,199.0,756.0,,,0.0,1914.0,10864.0,75.0,3359.0,35.0,44.0,3861.0,392.0,3260.0,926769873.01,45586820.25340001,2402681.8856,0.0,0.9730350060702392,43184138.3678,3861.0,901779529.01,46980869.0,35984110.18890001,2287186.6398,0.0,,533846939.0,0.06500175570744278,33696923.549100004,0.028934759893790456,2160.0,1239.0,15446733.0,518400206.0,37061671.0,2008,Vermont
87,87,300000 - 499999,98.0,455.0,,,0.0,1079.0,5237.0,30.0,1565.0,23.0,20.0,1811.0,193.0,1435.0,678854945.0,38373217.21710001,2789901.1569999997,0.0,0.9716439334473728,35583316.060100004,1811.0,659605289.0,39644074.0,32160665.8258,2691136.2610000004,0.0,,437553377.0,0.06958865481190643,29469529.5648,0.032159655803547835,1124.0,766.0,14071566.0,423481811.0,33306768.0,2008,Vermont
88,88,500000 - 999999,39.0,235.0,,,0.0,559.0,2263.0,16.0,675.0,9.0,17.0,795.0,95.0,592.0,529161175.01,33703822.4076,2837655.2610000004,0.0,0.974488957925258,30866167.1466,795.0,515661722.01,34728641.0,28672841.4163,2358002.1016,0.0,,364570479.0,0.07608408055724664,26314839.314700004,0.0513075881824211,515.0,389.0,18705232.0,345865247.0,29671092.0,2008,Vermont
89,89,State Total,9794.0,12751.0,,,39504.0,37409.0,567362.0,25713.0,125932.0,4687.0,68538.0,309859.0,153527.0,256537.0,16080851579.850002,538519208.1309,30992642.8054,21169683.0,0.9930536935854836,507526565.3255,309859.0,15969149057.37,550774601.0,538519208.1309001,30992642.8054,21169683.0,,10757003148.61,0.04827175109738969,507526565.3255001,0.02259528417367875,309859.0,45337.0,243057543.0,10513945605.61,550774601.0,2008,Vermont
90,90,Out of State,39475.0,401.0,,,626.0,5834.0,92418.0,2820.0,21048.0,1664.0,13140.0,50046.0,24514.0,36037.0,20024994977.67,42506796.84270001,1050199.4262,218083.0,0.6388578822069967,41456597.41650001,50046.0,12793125882.64,1375509163.0,42506796.84270002,1050199.4262,218083.0,,16661080844.03,0.0026770777365551744,41456597.41650002,0.07054257721948089,50046.0,10946.0,1175315582.0,15485765262.03,1375509163.0,2008,Vermont
91,91,All Returns,49269.0,13152.0,,,40130.0,43243.0,659780.0,28533.0,146980.0,6351.0,81678.0,359905.0,178041.0,292574.0,36105846557.52,581026004.9736,32042842.2316,21387766.0,0.7966099034456648,548983162.742,359905.0,28762274940.01,1926283764.0,581026004.9736001,32042842.2316,21387766.0,,27418083992.64,0.021114971837063026,548983162.7420001,0.051731299874226894,359905.0,56283.0,1418373125.0,25999710867.64,1926283764.0,2008,Vermont
92,92,None/Missing,2.0,0.0,,,25.0,24.0,165.0,6.0,29.0,5.0,170.0,180.0,140.0,136.0,0.0,955.0,0.0,621.0,,955.0,180.0,0.0,955.0,116975.85980000002,163.0,15358229.01,,2496093.0,,116812.85980000002,1.0,71218.0,581.0,2496093.0,0.0,123231.0,2009,Vermont
93,93,0.01 - 4999,364.0,37.0,,,5545.0,546.0,22634.0,1269.0,2682.0,280.0,25787.0,27230.0,22999.0,15558.0,69825789.28999999,87168.0988,1248.0,842637.01,0.9945760298043028,85920.0988,27230.0,69447056.28999999,87970.0,2451383.3282000013,47928.7864,4856117.0,,70620170.01,0.03443644922811015,2403454.5418000016,0.011700014314366559,30113.0,3076.0,826257.0,69793913.01,2500853.0,2009,Vermont
94,94,5000 - 9999,688.0,386.0,,,8428.0,790.0,28528.0,2006.0,3152.0,359.0,20209.0,26800.0,21283.0,18427.0,199388161.38,444535.3144,16818.3056,3245851.0,0.9893453604000528,427717.00880000007,26800.0,197263752.38,451170.0,6059425.817999995,115096.8993,2978868.0,,175858704.29000002,0.03386800209864176,5944328.9186999975,0.001956695867794853,23523.0,2080.0,344102.0,175514602.29000002,6201938.0,2009,Vermont
95,95,10000 - 14999,848.0,582.0,,,7703.0,1125.0,34886.0,2739.0,3939.0,388.0,8876.0,23558.0,16492.0,17247.0,293818156.65,1766405.5382999987,48142.6632,5015250.0,0.983103140879364,1718262.8750999991,23558.0,288853552.65,1814361.0,9355308.475700004,160597.65540000002,1474965.0,,270981140.0,0.03401186236535171,9194710.820300004,0.002372076521635417,21697.0,1981.0,642788.0,270338352.0,9576265.0,2009,Vermont
96,96,15000 - 19999,824.0,493.0,,,5058.0,1447.0,35491.0,3149.0,4618.0,402.0,6536.0,22468.0,14299.0,17989.0,392734843.0,3933521.014300002,77515.6735,5312985.0,0.9831241049320394,3856005.3408000018,22468.0,386107091.0,4049466.0,12144490.2702,198984.4539,336243.0,,349378576.01,0.03423108585406815,11945505.8163,0.0011791535837853105,19994.0,1943.0,411971.0,348966605.01,12370570.0,2009,Vermont
97,97,20000 - 24999,758.0,458.0,,,4556.0,1524.0,34103.0,3012.0,4498.0,459.0,2862.0,21043.0,13074.0,18023.0,472882451.0,6413457.01889999,102574.3628,4475814.0,0.9831837024546296,6310882.656099991,21043.0,464930319.0,6590094.0,13712842.407800008,259982.51030000005,14766.0,,392981580.01,0.034269233120645816,13452859.897500008,0.0010631388880602717,17490.0,1829.0,417794.0,392563786.01,13943685.0,2009,Vermont
98,98,25000 - 29999,568.0,472.0,,,4303.0,1568.0,32422.0,2671.0,4696.0,422.0,1339.0,19466.0,11677.0,17221.0,534574942.52,8782337.069399996,129620.18399999998,3187204.0,0.9869762937873964,8652716.885399995,19466.0,527612795.52,8953084.0,14962748.972399995,263177.1377,4108.0,,427377506.0,0.03436842832328562,14699571.834699996,-0.0007678668048570624,15576.0,1839.0,-328169.0,427705675.0,15185699.0,2009,Vermont
99,99,30000 - 34999,504.0,433.0,,,3698.0,1500.0,29744.0,2202.0,4960.0,387.0,612.0,17216.0,9667.0,15452.0,558754493.01,10184208.849800006,154768.1043,1797161.0,0.986994189593264,10029440.74550001,17216.0,551487438.01,10374312.0,15185637.848300004,333848.5239,1114.0,,432881508.0,0.034337348552879995,14851789.324400006,0.0008217098522951921,13331.0,1796.0,355703.0,432525805.0,15418716.0,2009,Vermont
100,100,35000 - 39999,407.0,432.0,,,2312.0,1501.0,27092.0,1832.0,4958.0,381.0,368.0,15026.0,7855.0,13519.0,562626115.03,11068109.0092,179630.8675,823763.0,0.987803746010556,10888478.1417,15026.0,555764184.03,11251894.0,16211172.192099998,330986.3345,421.0,,445898540.0,0.035616898220745916,15880185.857599998,8.418955576755196e-05,11910.0,1848.0,37540.0,445861000.0,16452585.0,2009,Vermont
101,101,40000 - 44999,368.0,419.0,,,1242.0,1451.0,24574.0,1448.0,5087.0,253.0,267.0,12853.0,6065.0,11558.0,545179771.01,11177515.472500013,198882.90380000003,284271.0,0.9874889873713328,10978632.568700014,12853.0,538359020.01,11360286.0,16561369.355999995,354658.3906,0.0,,441120079.79,0.0367308211391211,16206710.965399995,-0.0002473793304806021,10389.0,1774.0,-109123.99,441229203.78,16793951.0,2009,Vermont
102,102,45000 - 49999,302.0,415.0,,,224.0,1394.0,22912.0,1119.0,5219.0,245.0,201.0,11285.0,4702.0,10275.0,535560169.01,11671354.265000004,212785.0197,21333.0,0.9880614702511968,11458569.245300008,11285.0,529166368.0,11859681.0,16326127.438700002,387783.5528,0.0,,428752855.0,0.03714594816845283,15938343.885900002,-0.000747974028067988,9044.0,1717.0,-320696.0,429073551.0,16552525.0,2009,Vermont
103,103,50000 - 59999,496.0,847.0,,,0.0,2838.0,43247.0,1515.0,11368.0,303.0,311.0,19915.0,6729.0,18163.0,1092334891.29,25654488.56429999,529903.6273,0.0,0.987413719812828,25124584.93699999,19915.0,1078586458.29,26065650.0,31470517.283199985,805418.2231,0.0,,817823275.0,0.03745647988241743,30665099.060099985,-0.0010550139943131358,14943.0,3243.0,-862815.0,818686090.0,31929163.0,2009,Vermont
104,104,60000 - 74999,558.0,1225.0,,,0.0,3711.0,57549.0,1217.0,17064.0,247.0,254.0,23743.0,5215.0,21943.0,1595458164.0,39743424.13949999,964770.0856,0.0,0.988763778076728,38778654.0539,23743.0,1577531242.0,40319634.0,44434214.48890001,1342702.1664000002,0.0,,1048770267.81,0.040984022499017336,43091512.32250002,-0.002528639570930744,15720.0,4379.0,-2651962.0,1051422229.81,45072615.0,2009,Vermont
105,105,75000 - 99999,610.0,1775.0,,,0.0,4783.0,70204.0,805.0,22267.0,224.0,220.0,26601.0,3305.0,24618.0,2293368051.63,63888959.29739999,1799234.2529000004,0.0,0.9887682764300776,62089725.04449999,26601.0,2267609575.63,64783515.0,55930014.89130002,1931701.0555,0.0,,1163950383.15,0.0461036547016372,53998313.83580002,-0.006260388849462615,13665.0,6461.0,-7286782.0,1171237165.15,56867400.0,2009,Vermont
106,106,100000 - 124999,373.0,1315.0,,,0.0,2985.0,38120.0,285.0,12148.0,87.0,118.0,13691.0,1171.0,12711.0,1518913207.0,51224818.82230002,1655688.2464000003,0.0,0.9867977828439541,49569130.57590002,13691.0,1498860185.0,52076890.0,35366785.93409999,1381144.8601000002,0.0,,662793457.0,0.050512749392223125,33985641.073999986,-0.015117339940789428,6059.0,4880.0,-10019674.0,672813131.0,36104564.0,2009,Vermont
107,107,125000 - 149999,211.0,806.0,,,0.0,1762.0,18695.0,134.0,5904.0,40.0,55.0,6605.0,527.0,6006.0,900065728.16,34512693.400099985,1330271.2533000002,0.0,0.9832888371044316,33182422.1468,6605.0,885024583.16,35201254.0,24245837.5114,1163735.5362999998,0.0,,423365802.0,0.05312940988699192,23082101.9751,-0.02618246390623681,3189.0,2858.0,-11084759.83,434450561.83,24810238.0,2009,Vermont
108,108,150000 - 199999,204.0,917.0,,,0.0,2063.0,16982.0,107.0,5300.0,36.0,46.0,5939.0,496.0,5315.0,1013730927.0,43858084.97509998,2091528.8693,0.0,0.9823368395665016,41766556.1058,5939.0,995825235.0,44760948.0,31425809.8698,1778799.4647,0.0,,498067250.01,0.057160563371415875,29647010.40510001,-0.041349275624097966,3029.0,2860.0,-20594720.0,518661970.01,32252980.0,2009,Vermont
109,109,200000 - 299999,163.0,778.0,,,0.0,1625.0,10145.0,79.0,3121.0,40.0,37.0,3544.0,304.0,3024.0,846093530.11,43672611.962099984,2624587.8251000005,0.0,0.9759908351889194,41048024.137,3544.0,825779531.1,44953543.0,32232688.583,2154339.0113,0.0,,461326205.0,0.06233599482023292,30078349.57170001,-0.04594050754172961,2020.0,1948.0,-21193560.0,482519765.0,33283357.0,2009,Vermont
110,110,300000 - 499999,93.0,422.0,,,0.0,884.0,4742.0,27.0,1397.0,13.0,25.0,1582.0,145.0,1282.0,597044646.01,36669497.09529999,2802563.3179,0.0,0.9735060282246714,33866933.7774,1582.0,581226562.01,38007489.0,32643120.218000002,2462472.0,0.0,,414132603.0,0.06850416203100773,30180648.218000002,-0.06382987673153567,1179.0,1162.0,-26434033.0,440566636.0,33686549.0,2009,Vermont
111,111,500000 - 999999,28.0,223.0,,,0.0,460.0,1906.0,13.0,566.0,7.0,10.0,676.0,90.0,516.0,449821911.01,31563865.6155,2838163.0,0.0,0.9732464588641784,28725702.61550001,676.0,437787582.01,32623871.0,28059322.1525,2537290.0,0.0,,322886533.0,0.07360495442018508,25522032.1525,-0.07388622491728387,518.0,516.0,-23856867.0,346743400.0,29188538.0,2009,Vermont
112,112,State Total,8475.0,12558.0,,,43597.0,34564.0,561905.0,25787.0,124816.0,4705.0,73282.0,304860.0,149552.0,250299.0,15061527050.110003,495452804.5233999,23789610.5622,25024831.01,0.9987603920274564,471663193.96120006,304860.0,15042856661.100002,508154060.0,495452804.5234,23789610.5622,25024831.01,,9921658330.08,0.04701162674087719,471663193.9612,-0.011212526890059013,304860.0,49022.0,-111246860.82,10032905190.9,508154060.0,2009,Vermont
