,Unnamed: 0,AGIClss,Cnt_Adjstd,Cnt_Credit,Cnt_CvlJnt,Cnt_CvlSep,Cnt_EIC,Cnt_Estmt,Cnt_Exempt,Cnt_HdHous,Cnt_MarJnt,Cnt_MarSep,Cnt_NoTax,Cnt_Return,Cnt_Single,Cnt_Wthhld,Dol_AGI,Dol_AdjVTx,Dol_Credit,Dol_EIC,Dol_IncCap,Dol_NtVTax,Dol_Return,Dol_VTAGI,Dol_VTax,STI_AdjVTx,STI_Credit,STI_EIC,STI_EffRte,STI_FedTI,STI_NetRte,STI_NtVTax,STI_PrcAdj,STI_Return,STI_RtTIAdj,STI_TIAdj,STI_VTI,STI_VTax,Year,Location
170,170,40000 - 44999,407.0,474.0,,,1499.0,1151.0,23549.0,1493.0,4330.0,347.0,187.0,13438.0,7268.0,12291.0,570262295.0,12149337.0,222373.0,477069.0,0.985,11926964.0,13438.0,561970858.0,12149337.0,16962311.0,344081.0,1.0,,459570162.0,0.036000000000000004,16618231.0,,10762.0,2139.0,3042332.0,456527830.0,17196713.0,2013,Vermont
171,171,45000 - 49999,371.0,484.0,,,666.0,1139.0,21412.0,1261.0,4238.0,290.0,160.0,11638.0,5849.0,10662.0,552030136.0,12224699.0,237489.0,119071.0,0.9840000000000001,11987210.0,11638.0,543347898.0,12224699.0,17079119.0,421403.0,0.0,,453796588.0,0.037000000000000005,16657716.0,,9501.0,2074.0,3182212.0,450614376.0,17356295.0,2013,Vermont
172,172,50000 - 59999,601.0,888.0,,,75.0,2352.0,40630.0,1810.0,9656.0,436.0,248.0,20350.0,8448.0,18607.0,1116153713.0,26739382.0,560922.0,3149.0,0.985,26178460.0,20350.0,1099461213.0,26739382.0,34035937.0,851713.0,539.0,,891392327.0,0.037000000000000005,33184225.0,,16146.0,4038.0,6076669.0,885315658.0,34533630.0,2013,Vermont
173,173,60000 - 74999,655.0,1263.0,,,0.0,3469.0,53919.0,1588.0,15303.0,338.0,217.0,24173.0,6944.0,22247.0,1624215641.0,41656282.0,973931.0,0.0,0.986,40682351.0,24173.0,1601790810.0,41656282.0,49902610.0,1401440.0,597.0,,1230060367.0,0.04,48501170.0,,18249.0,5449.0,6820207.0,1223240160.0,50633851.0,2013,Vermont
174,174,75000 - 99999,789.0,2026.0,,,3.0,4986.0,71432.0,1042.0,22757.0,291.0,182.0,29033.0,4943.0,26929.0,2513094836.0,70393159.0,1888049.0,855.0,0.987,68505109.0,29033.0,2480283023.0,70393159.0,68122167.0,2227548.0,258.0,,1487181689.0,0.044000000000000004,65894619.0,,17265.0,7889.0,3930975.0,1483250714.0,69225491.0,2013,Vermont
175,175,100000 - 124999,493.0,1730.0,,,0.0,3472.0,44097.0,406.0,14297.0,123.0,84.0,16590.0,1764.0,15448.0,1843875541.0,61105144.0,1945568.0,0.0,0.986,59159576.0,16590.0,1817296650.0,61105144.0,45911727.0,1997838.0,0.0,,901182717.0,0.049,43913888.0,,8145.0,6603.0,-3369653.0,904552371.0,46762533.0,2013,Vermont
176,176,125000 - 149999,279.0,1178.0,,,0.0,2319.0,23714.0,185.0,7620.0,52.0,48.0,8713.0,856.0,7986.0,1187614693.0,44829938.0,1839942.0,0.0,0.983,42989996.0,8713.0,1167509370.0,44829938.0,32969050.0,1482543.0,0.0,,604740732.0,0.051,31486508.0,,4496.0,4123.0,-8916051.0,613656783.0,33716069.0,2013,Vermont
177,177,150000 - 199999,346.0,1444.0,,,0.0,2730.0,21781.0,149.0,6988.0,55.0,41.0,7961.0,769.0,7145.0,1363189741.0,57761208.0,2688472.0,0.0,0.9790000000000001,55072737.0,7961.0,1334800593.0,57761208.0,44138101.0,2326824.0,0.0,,744447966.0,0.055,41811277.0,,4457.0,4244.0,-19184914.0,763632880.0,45196746.0,2013,Vermont
178,178,200000 - 299999,258.0,1253.0,,,0.0,2363.0,14017.0,116.0,4461.0,36.0,28.0,5138.0,525.0,4400.0,1225606036.0,60551787.0,3509930.0,0.0,0.972,57041856.0,5138.0,1191368080.0,60551787.0,45696899.0,2871091.0,0.0,,690922892.0,0.059000000000000004,42825808.0,,3014.0,2943.0,-30687130.0,721610022.0,47202281.0,2013,Vermont
179,179,300000 - 499999,142.0,700.0,,,0.0,1373.0,6643.0,40.0,2065.0,20.0,11.0,2380.0,255.0,1976.0,894046309.0,54623007.0,3460028.0,0.0,0.9670000000000001,51162980.0,2380.0,864105631.0,54623007.0,46342386.0,3145190.0,0.0,,611059219.0,0.066,43197196.0,,1711.0,1697.0,-39591389.0,650650608.0,48039967.0,2013,Vermont
180,180,500000 - 999999,60.0,363.0,,,0.0,711.0,2793.0,27.0,836.0,11.0,6.0,994.0,120.0,763.0,666338303.0,46439762.0,4278149.0,0.0,0.963,42161613.0,994.0,641536982.0,46439762.0,42631403.0,3747679.0,0.0,,509882007.0,0.07,38883725.0,,822.0,818.0,-41872604.0,551754611.0,44250187.0,2013,Vermont
181,181,State Total,9400.0,15424.0,,,44347.0,33493.0,560067.0,27100.0,122776.0,5050.0,69754.0,314010.0,159084.0,262785.0,17621172293.0,622625754.0,36869947.0,27024225.0,0.9940000000000001,585755807.0,314010.0,17517086876.0,637321158.0,622625754.0,36869947.0,27024225.0,,12166444337.0,0.048,585755807.0,,314010.0,62515.0,-148466361.0,12314910698.0,637321158.0,2013,Vermont
182,182,Out of State,37164.0,365.0,,,644.0,4689.0,83453.0,2847.0,19041.0,1165.0,7597.0,46411.0,23358.0,36256.0,7113011547.0,44953421.0,372488.0,223541.0,0.204,44580933.0,46411.0,1454502855.0,465785254.0,44953421.0,372488.0,223541.0,,5743269188.0,0.006999999999999999,44580933.0,,46411.0,12293.0,-438396855.0,6181666043.0,465785254.0,2013,Vermont
183,183,All Returns,46564.0,15789.0,,,44991.0,38182.0,643520.0,29947.0,141817.0,6215.0,77351.0,360421.0,182442.0,299041.0,24734183840.0,667579175.0,37242435.0,27247766.0,0.767,630336740.0,360421.0,18971589731.0,1103106412.0,667579175.0,37242435.0,27247766.0,,17909713525.0,0.034,630336740.0,,360421.0,74808.0,-586863216.0,18496576741.0,1103106412.0,2013,Vermont
184,184,None/Missing,0.0,0.0,,,11.0,8.0,58.0,0.0,8.0,1.0,56.0,57.0,48.0,38.0,0.0,172.0,0.0,143.0,,172.0,57.0,0.0,172.0,725260.0827999997,8575.2784,15868858.41,,1083834.0,,716684.8043999998,,66355.0,227.0,1083834.0,0.0,728945.0,2014,Vermont
185,185,0.01 - 4999,252.0,24.0,,,5070.0,266.0,19474.0,1030.0,2239.0,206.0,23578.0,24797.0,21322.0,14570.0,62681326.31999998,61637.46310000001,294.0,688952.56,0.9930442223131304,61343.46310000001,24797.0,62245328.94899994,62512.0,2232679.4687,41646.0503,4965514.0,,67930844.03,0.034276924941025994,2191033.4184,,27225.0,3963.0,4009316.0,63921528.03000001,2277132.45,2014,Vermont
186,186,"5,000 - 9,999",641.0,309.0,,,7711.0,416.0,24442.0,1735.0,2548.0,294.0,19431.0,24423.0,19846.0,17232.0,181791501.51,374989.6352,11519.188,2943170.85,0.9870846873616316,363470.4472,24423.0,179443607.43299997,379947.0,5676333.584799991,99828.2072,3238344.0,,169127716.43,0.03397607588776834,5576505.377599995,,21993.0,2651.0,4997362.0,164130354.43,5798972.810000001,2014,Vermont
187,187,"10,000 - 14,999",794.0,539.0,,,8439.0,609.0,28959.0,2546.0,3217.0,328.0,8848.0,21923.0,15832.0,16332.0,273193777.8399999,1410256.5011999996,41532.2834,4876227.0,0.9815855294646672,1368724.217799999,21923.0,268163059.067529,1445314.0,8897153.319600003,156082.72790000006,1890465.0,,261098963.85,0.03402573488990905,8741070.591700004,,20617.0,2325.0,4203099.0,256895864.85,9079933.01,2014,Vermont
188,188,"15,000 - 19,999",835.0,545.0,,,4699.0,723.0,31591.0,2908.0,3452.0,350.0,5725.0,20752.0,14042.0,16898.0,362996079.6699997,3489582.5423999955,71290.2823,5375780.0,0.9793609056153976,3418292.2600999963,20752.0,355504169.32044995,3584699.81,11695424.6968,206970.5423,654140.0,,340334064.86999995,0.03416013660059592,11488454.154499998,,19250.0,2178.0,4022349.0,336311715.86999995,11920006.0,2014,Vermont
189,189,"20,000 - 24,999",806.0,512.0,,,4183.0,857.0,31319.0,2902.0,3582.0,439.0,2879.0,20192.0,13269.0,17355.0,454430418.80999976,5960421.565299992,108119.1381,4770708.0,0.9807551000030824,5852302.427199994,20192.0,445684950.8444439,6099332.46,13807155.47689999,221310.2534,56264.0,,399422283.23,0.03437896560791893,13585845.223499993,,17615.0,2257.0,4243284.0,395178999.23,14030881.2,2014,Vermont
190,190,"25,000 - 29,999",741.0,508.0,,,4053.0,1014.0,30526.0,2802.0,3648.0,441.0,1093.0,19386.0,12495.0,17182.0,532661127.6299997,8671767.013099995,132011.6385,3657383.0,0.9807801438624759,8539755.374599999,19386.0,522423457.3868999,8858873.0,15318799.450299993,288836.1831,2216.0,,442451043.0,0.0343015387383811,15029963.267199993,,15971.0,2279.0,4279351.0,438171692.0,15564349.0,2014,Vermont
191,191,"30,000 - 34,999",577.0,475.0,,,3691.0,1058.0,29112.0,2460.0,3922.0,437.0,562.0,17945.0,11126.0,16214.0,582213134.7099997,10744271.570499986,158219.93449999994,2375023.0,0.9848222165513292,10586051.635999992,17945.0,573376429.8303995,10923917.0,16111275.000199975,312960.1772,831.0,,463871866.72,0.0343826856385734,15798314.822999975,,14166.0,2342.0,4387259.0,459484607.72,16359734.0,2014,Vermont
192,192,"35,000 - 39,999",493.0,480.0,,,2914.0,1093.0,26698.0,2003.0,4081.0,415.0,286.0,15989.0,9490.0,14609.0,598540123.8699999,12000423.066399995,192844.3989,1280422.0,0.9852422703332996,11807578.667499993,15989.0,589707030.527253,12195055.2,16566926.427500006,335972.47640000004,745.0,,469718601.46,0.034850880079686127,16230953.951100005,,12441.0,2229.0,3992803.03,465725798.43,16822609.0,2014,Vermont
193,193,"40,000 - 44,999",420.0,447.0,,,1635.0,1070.0,23880.0,1620.0,4029.0,421.0,190.0,13855.0,7785.0,12638.0,587900547.1999997,12508167.584399994,210632.2422,545309.0,0.9852120498553208,12297535.342199994,13855.0,579206703.2179768,12697362.0,17038421.8579,376378.27070000005,159.0,,464300659.0,0.03617949161046643,16662043.5872,,10845.0,2117.0,3762303.0,460538356.0,17312641.0,2014,Vermont
194,194,"45,000 - 49,999",394.0,413.0,,,762.0,1113.0,21269.0,1285.0,4055.0,341.0,148.0,11898.0,6217.0,10868.0,564375932.1699997,12551769.4285,203992.02470000004,157565.0,0.9838684004895568,12347777.4038,11898.0,555271645.6589004,12765340.0,17458775.0138,381566.94600000005,0.0,,464283688.47,0.03709227333390162,17077208.0678,,9700.0,2137.0,3885699.0,460397989.47,17732325.439999998,2014,Vermont
195,195,"50,000 - 59,999",653.0,904.0,,,18.0,2220.0,39576.0,1881.0,9089.0,473.0,239.0,20464.0,9021.0,18756.0,1122331024.3199997,26915260.56880004,572329.1594,2688.0,0.984147685934624,26342931.409400035,20464.0,1104539480.4371636,27373193.44,34522298.94089999,832651.495,0.0,,902745778.63,0.037636735259731866,33689647.44590001,,16325.0,4046.0,7619057.0,895126721.63,35097023.0,2014,Vermont
196,196,"60,000 - 74,999",723.0,1252.0,,,0.0,3356.0,52444.0,1630.0,14522.0,377.0,229.0,24197.0,7668.0,22289.0,1625994227.9699993,41999332.2804,924387.3269,0.0,0.9842176132016948,41074944.95349999,24197.0,1600332158.1323652,42732676.0,51309335.14670003,1431365.3829,0.0,,1274819594.45,0.03941889621311881,49877969.76380002,,18863.0,5639.0,9488127.68,1265331466.77,52069796.83,2014,Vermont
197,197,"75,000 - 99,999",822.0,2105.0,,,0.0,5080.0,72097.0,1174.0,22778.0,322.0,189.0,29747.0,5473.0,27562.0,2578181873.730001,72173789.66290005,1871765.6815,0.0,0.9859366177830401,70302023.98140003,29747.0,2541923916.6148987,73312721.59,72854159.82500002,2393993.0446,0.0,,1607865853.01,0.04408686083382683,70460166.78040004,,18579.0,8412.0,9653473.0,1598212380.01,74223961.59,2014,Vermont
198,198,"100,000 - 124,999",551.0,1828.0,,,0.0,3718.0,46045.0,443.0,14978.0,133.0,87.0,17620.0,2066.0,16368.0,1961112794.67,64595863.96879999,2059707.6330000004,0.0,0.9838059525163236,62536156.33579999,17620.0,1929354440.9522684,65758022.05,50041864.47100001,1907284.6778,0.0,,991212529.09,0.04855976078845082,48134579.7932,,8921.0,7042.0,-31641.219999999965,991244170.31,51042717.05,2014,Vermont
199,199,"125,000 - 149,999",320.0,1314.0,,,0.0,2485.0,25116.0,215.0,8115.0,63.0,59.0,9477.0,1084.0,8644.0,1291769271.62,48439658.0782,1937908.124,0.0,0.9824334824269956,46501749.95419999,9477.0,1269077384.0098205,49356979.83,35216754.1938,1625505.4268999996,0.0,,653549125.0,0.05098187597168068,33591248.7669,,4825.0,4383.0,-5336962.0,658886087.0,36048084.0,2014,Vermont
200,200,"150,000 - 199,999",370.0,1572.0,,,0.0,3013.0,23617.0,180.0,7586.0,51.0,39.0,8748.0,931.0,7812.0,1497763814.09,63223631.06149997,2928167.0846999995,0.0,0.9776276293834048,60295463.97679997,8748.0,1464255286.9450533,64720353.0,48753303.20629998,2396668.0,0.0,,832175595.0,0.05463746652049839,46356635.20629999,,4952.0,4704.0,-16264828.0,848440423.0,49958476.0,2014,Vermont
201,201,"200,000 - 299,999",259.0,1333.0,,,0.0,2639.0,15222.0,105.0,4908.0,51.0,25.0,5672.0,608.0,4896.0,1356709851.0,67437128.8477,3514791.6038,0.0,0.978164464334828,63922337.2439,5672.0,1327085364.6611993,68978896.0,51278984.34269999,2957823.6038,0.0,,777343846.0,0.05997146883572468,48321160.7389,,3370.0,3309.0,-28391976.0,805735822.0,52590263.0,2014,Vermont
202,202,"300,000 - 499,999",137.0,798.0,,,0.0,1580.0,7357.0,64.0,2257.0,18.0,16.0,2685.0,346.0,2194.0,1006080419.01,61029898.28159997,3936357.6821,0.0,0.9744577181050926,57093540.59949999,2685.0,980382829.3387,62629609.0,54182720.37879999,3505007.6821000013,0.0,,720739154.0,0.0670830245264039,50677712.69669999,,1994.0,1971.0,-34708488.0,755447642.0,55581968.0,2014,Vermont
203,203,"500,000 - 999,999",60.0,428.0,,,0.0,867.0,3206.0,28.0,1009.0,7.0,5.0,1203.0,159.0,910.0,797324020.01,54939649.01689999,4009695.0,0.0,0.9669602329298076,50929954.01689999,1203.0,770980620.1094,56930116.0,49506013.49219998,3844894.0,0.0,,608132679.0,0.07101402548636794,45661119.49219998,,959.0,954.0,-34854663.0,642987342.0,51422478.0,2014,Vermont
204,204,"1,000,000 +",41.0,257.0,,,0.0,470.0,1505.0,20.0,455.0,11.0,8.0,559.0,73.0,393.0,1758638778.0,125882873.4196,21458048.5832,0.0,0.9810021675113813,104424824.8364,559.0,1711151059.2135,129573564.0,121576303.17980002,21018292.5832,0.0,,1411690060.0,0.06961528370806673,100558010.5966,,490.0,489.0,-32791744.0,1444481804.0,125075757.0,2014,Vermont
205,205,State Total,9889.0,16043.0,,,43443.0,33835.0,559099.0,27137.0,121800.0,5269.0,67480.0,315456.0,161250.0,264619.0,18913012004.71,694769941.5565,44343613.0092,26677536.41,0.9957818748640274,650426328.5473,315456.0,18830108922.650227,710738053.38,694769941.5565001,44343613.00920001,26677536.41,,13323897779.24,0.04851519890840007,650426328.5473,,315456.0,65654.0,-82752985.50999999,13406650764.75,710738053.3800001,2014,Vermont
206,206,Out of State,37716.0,442.0,,,688.0,4038.0,83414.0,2977.0,18772.0,1181.0,8004.0,47633.0,24703.0,37387.0,10511304673.9,51446197.22629499,454780.3976,255313.0,0.12465658022138325,50991416.82869499,47633.0,1310303294.3134158,661155654.59,51446197.22629498,454780.3976,255313.0,,7676545030.51,0.006074017510939657,50991416.82869497,,47633.0,12559.0,-718461526.0,8395006556.51,661155654.59,2014,Vermont
207,207,All Returns,47605.0,16485.0,,,44131.0,37873.0,642513.0,30114.0,140572.0,6450.0,75484.0,363089.0,185953.0,302006.0,29424316678.61,746216138.7827951,44798393.4068,26932849.41,0.6922324880404949,701417745.3759949,363089.0,20140412216.963642,1371893707.97,746216138.7827951,44798393.40680001,26932849.41,,21000442809.75,0.032172680041714245,701417745.3759949,,363089.0,78213.0,-801214511.51,21801657321.26,1371893707.9700005,2014,Vermont
208,208,None/Missing,0.0,0.0,,,9.0,19.0,62.0,2.0,7.0,1.0,69.0,71.0,61.0,48.0,0.0,74.0,0.0,135.0,,74.0,71.0,0.0,74.0,1364925.8101000006,62187.7882,15988316.0,,531001.0,,1302738.0219000005,,66184.0,178.0,531001.0,0.0,1368738.0,2015,Vermont
209,209,0.01 - 4999,221.0,24.0,,,5038.0,263.0,19658.0,1044.0,2277.0,222.0,23885.0,25014.0,21471.0,14651.0,63164144.28,53409.0582,411.0,687561.0,,52998.0582,25014.0,62789234.68399999,53871.0,2163129.1067,41779.7153,4771847.0,,64464038.16,,2121349.3913999987,,26805.0,4621.0,2675091.0,61788947.16,2207361.0,2015,Vermont
210,210,5000 - 9999,575.0,334.0,,,7674.0,415.0,23638.0,1688.0,2448.0,241.0,19088.0,24143.0,19766.0,17196.0,179820005.50000003,373048.5593999999,12296.7794,2857955.0,,360751.7799999999,24143.0,177612524.98749986,378160.0,5649732.0028,105878.8752,3380326.0,,166412713.01,,5543853.127599998,,21805.0,3262.0,3375460.0,163037253.01,5771788.0,2015,Vermont
211,211,10000 - 14999,783.0,611.0,,,8279.0,571.0,27672.0,2420.0,3107.0,305.0,8844.0,21502.0,15670.0,16007.0,268023284.57,1343022.9322999998,47194.1152,4673381.0,,1295828.8171,21502.0,262919367.0749004,1377493.0,8680484.375099998,148181.4003,1991194.0,,252856398.58,,8532302.974800002,,20104.0,2935.0,2103922.0,250752476.58,8859448.0,2015,Vermont
212,212,15000 - 19999,835.0,564.0,,,4571.0,760.0,30529.0,2879.0,3201.0,367.0,5609.0,20203.0,13756.0,16373.0,353363710.25,3356912.952899998,72719.758,5396438.0,,3284193.194899998,20203.0,345773219.44629985,3452778.0,11800057.034899993,210119.40620000003,758679.0,,340201981.7,,11589937.628699996,,19371.0,3126.0,1607907.0,338594074.7,12014237.0,2015,Vermont
213,213,20000 - 24999,815.0,520.0,,,4081.0,880.0,30759.0,2838.0,3534.0,379.0,2976.0,19915.0,13164.0,17084.0,447691622.01,5807538.880600002,100927.4772,4800330.0,,5706611.403400002,19915.0,438627886.21209985,5950915.0,13916462.520899992,264023.8256,80609.0,,399443446.12,,13652438.695299994,,17767.0,3432.0,801741.0,398641705.12,14153932.0,2015,Vermont
214,214,25000 - 29999,720.0,541.0,,,4144.0,1081.0,30764.0,2893.0,3629.0,398.0,1061.0,19691.0,12771.0,17539.0,541190118.04,8788703.406700006,140344.12080000006,3844597.0,,8648359.285900004,19691.0,531531261.3223994,8962268.0,15357829.994300013,264416.1401,5338.0,,438727298.01,,15093413.854200013,,15971.0,3733.0,210584.0,438516714.01,15595527.0,2015,Vermont
215,215,30000 - 34999,583.0,557.0,,,3767.0,1034.0,29380.0,2509.0,3772.0,488.0,576.0,18385.0,11616.0,16701.0,596586430.81,11061375.3822,187759.7315,2530597.0,,10873615.650699995,18385.0,587247046.7554004,11246446.0,15989079.455799986,329951.4587,2157.0,,456656047.0,,15659127.997099984,,14103.0,3890.0,-796167.0,457452214.0,16283177.0,2015,Vermont
216,216,35000 - 39999,525.0,497.0,,,3042.0,1098.0,26817.0,2057.0,3889.0,493.0,297.0,16381.0,9942.0,14909.0,613551874.02,12380187.20579998,204088.4796,1371397.0,,12176098.726199985,16381.0,604029694.9295013,12586895.0,16710544.8932,334908.9647,364.0,,471102669.23,,16375635.9285,,12617.0,3907.0,-1316276.0,472418945.23,16986244.0,2015,Vermont
217,217,40000 - 44999,509.0,496.0,,,1695.0,1092.0,23629.0,1662.0,3799.0,421.0,208.0,14002.0,8120.0,12789.0,594235292.0,12777471.663100002,237655.1485,608098.0,,12539816.514600005,14002.0,584067907.6876997,13015554.0,17265531.338699996,336620.7999,0.0,,465197357.0,,16928910.538799994,,11017.0,3906.0,-2468392.0,467665749.0,17570109.0,2015,Vermont
218,218,45000 - 49999,396.0,487.0,,,794.0,1214.0,21312.0,1306.0,3902.0,361.0,152.0,12263.0,6694.0,11207.0,581775732.23,13073791.143700013,243766.09130000003,185215.0,,12830025.052400008,12263.0,572644534.7336001,13292841.0,17645092.98549999,396385.9359,388.0,,462777104.0,,17248707.049599987,,9816.0,3744.0,-2995557.0,465772661.0,17970041.0,2015,Vermont
219,219,50000 - 59999,673.0,890.0,,,182.0,2257.0,39199.0,1947.0,8717.0,541.0,209.0,20790.0,9585.0,19103.0,1139681477.03,27863272.8418,562314.9141999999,19603.0,,27300957.927599996,20790.0,1120451253.6419,28379936.0,33963520.37339998,852156.6902,0.0,,870620602.01,,33111363.683199976,,16023.0,6865.0,-7933694.0,878554296.01,34559221.0,2015,Vermont
220,220,60000 - 74999,771.0,1260.0,,,0.0,3377.0,52140.0,1797.0,14165.0,463.0,215.0,24464.0,8039.0,22562.0,1642509652.04,43290334.9828,983042.199,0.0,,42307292.78379998,24464.0,1614913112.3969998,44090890.0,51573561.27130008,1404889.7881999998,98.0,,1255838904.01,,50168671.48310006,,18967.0,9557.0,-16238135.0,1272077039.01,52369398.0,2015,Vermont
221,221,75000 - 99999,852.0,2125.0,,,0.0,5061.0,70991.0,1257.0,22328.0,328.0,174.0,29754.0,5841.0,27615.0,2578836682.27,73771239.2104,1971305.1399,0.0,,71799934.07049996,29754.0,2540875682.016097,74973026.66,75987470.97209996,2390945.0232999995,0.0,,1633724041.24,,73596525.94879998,,19366.0,12479.0,-34048083.01,1667772124.25,77358521.66,2015,Vermont
222,222,100000 - 124999,577.0,1879.0,,,0.0,3680.0,47338.0,468.0,15462.0,135.0,82.0,18357.0,2292.0,17150.0,2043173564.01,69413172.55499999,2204271.9499999997,0.0,,67208900.60500002,18357.0,2010008830.0702093,70654034.0,56529062.25729998,2157400.6942,0.0,,1090534821.0,,54371661.56309997,,10133.0,8622.0,-36037328.0,1126572149.0,57763977.0,2015,Vermont
223,223,125000 - 149999,363.0,1344.0,,,0.0,2587.0,26630.0,235.0,8670.0,69.0,43.0,10025.0,1051.0,9212.0,1367549531.0,53312637.65350001,1913836.2713,0.0,,51398801.38220001,10025.0,1342035505.1788998,54355133.0,39883969.36110001,1714005.3778,0.0,,717939713.0,,38169963.983300015,,5494.0,5101.0,-30839278.0,748778991.0,40859018.0,2015,Vermont
224,224,150000 - 199999,410.0,1653.0,,,0.0,3057.0,25071.0,200.0,8087.0,60.0,35.0,9280.0,933.0,8408.0,1585080673.01,69335483.58749996,3156151.3927,0.0,,66179332.19479994,9280.0,1547433323.4466007,71055219.0,53228235.22180002,2691229.016,0.0,,886211514.0,,50537006.20580001,,5439.0,5240.0,-46217311.0,932428825.0,54677909.0,2015,Vermont
225,225,200000 - 299999,297.0,1440.0,,,0.0,2697.0,15987.0,128.0,5154.0,46.0,30.0,5962.0,634.0,5153.0,1425785845.02,73051750.38409998,4122982.1158,0.0,,68928768.26829998,5962.0,1388162961.3360994,75094445.0,58616865.5926,3505753.047,0.0,,868716658.0,,55111112.5456,,3868.0,3803.0,-58379918.99,927096576.99,60284774.0,2015,Vermont
226,226,300000 - 499999,163.0,878.0,,,0.0,1574.0,7556.0,64.0,2388.0,24.0,12.0,2786.0,310.0,2345.0,1044781928.01,64896886.51590002,3828156.0764,0.0,,61068730.43950001,2786.0,1011096339.5183002,67139572.0,54311687.74790001,3405704.0928,0.0,,709162856.0,,50905983.6551,,2031.0,2014.0,-61107950.0,770270806.0,56415380.0,2015,Vermont
227,227,500000 - 999999,63.0,411.0,,,0.0,812.0,3110.0,23.0,972.0,9.0,5.0,1148.0,144.0,910.0,771029137.0,54808816.70329998,4960539.2788,0.0,,49848277.42449999,1148.0,742613610.3136,56945906.0,52164040.30369998,4962183.0,0.0,,620653153.0,,47201857.30369999,,1006.0,1002.0,-56144651.0,676797804.0,53978809.0,2015,Vermont
228,228,State Total,10160.0,16768.0,,,43518.0,34151.0,558915.0,27544.0,121218.0,5448.0,67163.0,318329.0,164119.0,268176.0,18878603431.11,693760061.421,38709631.97,26979316.0,,655050429.4509999,318329.0,18732821472.555702,710761900.66,693760061.421,38709631.97,26979316.0,,13217170386.07,,655050429.451,,318329.0,91857.0,-381602751.0,13598773137.070002,710761900.66,2015,Vermont
229,229,Out of State,38227.0,497.0,,,683.0,3221.0,81749.0,3004.0,18186.0,1167.0,8007.0,48175.0,25818.0,38608.0,7263276086.02,56603489.76019998,5437155.0804,243859.0,,51166334.67980001,48175.0,1363439274.0584848,483771795.0,56603489.76019997,5437155.0804,243859.0,,6036571587.110001,,51166334.6798,,48175.0,15364.0,-377871491.0,6414443078.110001,483771795.0,2015,Vermont
230,230,All Returns,48387.0,17265.0,,,44201.0,37372.0,640664.0,30548.0,139404.0,6615.0,75170.0,366504.0,189937.0,306784.0,26141879517.13,750363551.1812,44146787.0504,27223175.0,,706216764.1307999,366504.0,20096260746.61419,1194533695.6599998,750363551.1812,44146787.0504,27223175.0,,19253741973.18,,706216764.1308,,366504.0,107221.0,-759474242.0,20013216215.18,1194533695.6599998,2015,Vermont
